Fund Holdings as of,"28/Sep/2018"
"STX","SEAGATE TECHNOLOGY PLC","Equity","0.05","47.35","343,839.00","16,280,776.65","16,280,776.65","Information Technology","IE00B58JVZ52","NASDAQ","United States","USD"
"AKAM","AKAMAI TECHNOLOGIES INC","Equity","0.05","73.15","221,722.00","16,218,964.30","16,218,964.30","Information Technology","US00971T1016","NASDAQ","United States","USD"
"HAS","HASBRO INC","Equity","0.05","105.12","153,654.00","16,152,108.48","16,152,108.48","Consumer Discretionary","US4180561072","NASDAQ","United States","USD"
"INCY","INCYTE CORP","Equity","0.05","69.08","233,343.00","16,119,334.44","16,119,334.44","Health Care","US45337C1027","NASDAQ","United States","USD"
"RJF","RAYMOND JAMES INC","Equity","0.05","92.05","172,751.00","15,901,729.55","15,901,729.55","Financials","US7547301090","New York Stock Exchange Inc.","United States","USD"
"FFIV","F5 NETWORKS INC","Equity","0.05","199.42","79,253.00","15,804,633.26","15,804,633.26","Information Technology","US3156161024","NASDAQ","United States","USD"
"VIAB","VIACOM INC CLASS B","Equity","0.05","33.76","461,417.00","15,577,437.92","15,577,437.92","Consumer Discretionary","US92553P2011","NASDAQ","United States","USD"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Equity","0.05","57.43","269,823.00","15,495,934.89","15,495,934.89","Consumer Discretionary","BMG667211046","New York Stock Exchange Inc.","United States","USD"
"EQT","EQT CORP","Equity","0.05","44.23","347,343.00","15,362,980.89","15,362,980.89","Energy","US26884L1098","New York Stock Exchange Inc.","United States","USD"
"CINF","CINCINNATI FINANCIAL CORP","Equity","0.05","76.81","199,023.00","15,286,956.63","15,286,956.63","Financials","US1720621010","NASDAQ","United States","USD"
"FMC","FMC CORP","Equity","0.05","87.18","175,202.00","15,274,110.36","15,274,110.36","Materials","US3024913036","New York Stock Exchange Inc.","United States","USD"
"SJM","JM SMUCKER","Equity","0.05","102.61","148,362.00","15,223,424.82","15,223,424.82","Consumer Staples","US8326964058","New York Stock Exchange Inc.","United States","USD"
"MOS","MOSAIC","Equity","0.05","32.48","468,626.00","15,220,972.48","15,220,972.48","Materials","US61945C1036","New York Stock Exchange Inc.","United States","USD"
"KSU","KANSAS CITY SOUTHERN","Equity","0.05","113.28","133,872.00","15,165,020.16","15,165,020.16","Industrials","US4851703029","New York Stock Exchange Inc.","United States","USD"
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.05","61.50","246,266.00","15,145,359.00","15,145,359.00","Consumer Staples","US60871R2094","New York Stock Exchange Inc.","United States","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Equity","0.05","181.95","82,132.00","14,943,917.40","14,943,917.40","Materials","US5732841060","New York Stock Exchange Inc.","United States","USD"
"NRG","NRG ENERGY INC","Equity","0.05","37.40","399,478.00","14,940,477.20","14,940,477.20","Utilities","US6293775085","New York Stock Exchange Inc.","United States","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Equity","0.05","100.18","148,790.00","14,905,782.20","14,905,782.20","Real Estate","US59522J1034","New York Stock Exchange Inc.","United States","USD"
"HFC","HOLLYFRONTIER CORP","Equity","0.05","69.90","213,251.00","14,906,244.90","14,906,244.90","Energy","US4361061082","New York Stock Exchange Inc.","United States","USD"
"ADS","ALLIANCE DATA SYSTEMS CORP","Equity","0.05","236.16","62,929.00","14,861,312.64","14,861,312.64","Information Technology","US0185811082","New York Stock Exchange Inc.","United States","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.05","256.08","57,922.00","14,832,665.76","14,832,665.76","Industrials","US4464131063","New York Stock Exchange Inc.","United States","USD"
"MAS","MASCO CORP","Equity","0.05","36.60","404,362.00","14,799,649.20","14,799,649.20","Industrials","US5745991068","New York Stock Exchange Inc.","United States","USD"
"HOLX","HOLOGIC INC","Equity","0.04","40.98","355,211.00","14,556,546.78","14,556,546.78","Health Care","US4364401012","NASDAQ","United States","USD"
"PVH","PVH CORP","Equity","0.04","144.40","100,774.00","14,551,765.60","14,551,765.60","Consumer Discretionary","US6936561009","New York Stock Exchange Inc.","United States","USD"
"TSCO","TRACTOR SUPPLY","Equity","0.04","90.88","160,061.00","14,546,343.68","14,546,343.68","Consumer Discretionary","US8923561067","NASDAQ","United States","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.04","127.84","113,717.00","14,537,581.28","14,537,581.28","Health Care","US9139031002","New York Stock Exchange Inc.","United States","USD"
"MHK","MOHAWK INDUSTRIES INC","Equity","0.04","175.35","82,702.00","14,501,795.70","14,501,795.70","Consumer Discretionary","US6081901042","New York Stock Exchange Inc.","United States","USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.04","454.52","31,911.00","14,504,187.72","14,504,187.72","Consumer Discretionary","US1696561059","New York Stock Exchange Inc.","United States","USD"
"REG","REGENCY CENTERS REIT CORP","Equity","0.04","64.67","222,927.00","14,416,689.09","14,416,689.09","Real Estate","US7588491032","New York Stock Exchange Inc.","United States","USD"
"ALB","ALBEMARLE CORP","Equity","0.04","99.78","143,612.00","14,329,605.36","14,329,605.36","Materials","US0126531013","New York Stock Exchange Inc.","United States","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.04","86.64","164,503.00","14,252,539.92","14,252,539.92","Real Estate","US30225T1025","New York Stock Exchange Inc.","United States","USD"
"HRL","HORMEL FOODS CORP","Equity","0.04","39.40","358,282.00","14,116,310.80","14,116,310.80","Consumer Staples","US4404521001","New York Stock Exchange Inc.","United States","USD"
"UDR","UDR REIT INC","Equity","0.04","40.43","348,915.00","14,106,633.45","14,106,633.45","Real Estate","US9026531049","New York Stock Exchange Inc.","United States","USD"
"PKI","PERKINELMER INC","Equity","0.04","97.27","144,743.00","14,079,151.61","14,079,151.61","Health Care","US7140461093","New York Stock Exchange Inc.","United States","USD"
"CBOE","CBOE GLOBAL MARKETS INC","Equity","0.04","95.96","146,422.00","14,050,655.12","14,050,655.12","Financials","US12503M1080","Cboe BZX formerly known as BATS","United States","USD"
"DISCK","DISCOVERY INC SERIES C","Equity","0.04","29.58","473,213.00","13,997,640.54","13,997,640.54","Consumer Discretionary","US25470F3029","NASDAQ","United States","USD"
"M","MACYS INC","Equity","0.04","34.73","399,914.00","13,889,013.22","13,889,013.22","Consumer Discretionary","US55616P1049","New York Stock Exchange Inc.","United States","USD"
"CPRT","COPART INC","Equity","0.04","51.53","269,327.00","13,878,420.31","13,878,420.31","Industrials","US2172041061","NASDAQ","United States","USD"
"NKTR","NEKTAR THERAPEUTICS","Equity","0.04","60.96","226,919.00","13,832,982.24","13,832,982.24","Health Care","US6402681083","NASDAQ","United States","USD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.04","118.94","115,268.00","13,709,975.92","13,709,975.92","Industrials","US4456581077","NASDAQ","United States","USD"
"JNPR","JUNIPER NETWORKS INC","Equity","0.04","29.97","456,552.00","13,682,863.44","13,682,863.44","Information Technology","US48203R1041","New York Stock Exchange Inc.","United States","USD"
"PKG","PACKAGING CORP OF AMERICA CORP","Equity","0.04","109.69","123,745.00","13,573,589.05","13,573,589.05","Materials","US6951561090","New York Stock Exchange Inc.","United States","USD"
"SNA","SNAP ON INC","Equity","0.04","183.60","73,801.00","13,549,863.60","13,549,863.60","Industrials","US8330341012","New York Stock Exchange Inc.","United States","USD"
"VAR","VARIAN MEDICAL SYSTEMS INC","Equity","0.04","111.93","120,184.00","13,452,195.12","13,452,195.12","Health Care","US92220P1057","New York Stock Exchange Inc.","United States","USD"
"KORS","MICHAEL KORS HOLDINGS LTD","Equity","0.04","68.56","195,537.00","13,406,016.72","13,406,016.72","Consumer Discretionary","VGG607541015","New York Stock Exchange Inc.","United States","USD"
"LKQ","LKQ CORP","Equity","0.04","31.67","418,501.00","13,253,926.67","13,253,926.67","Consumer Discretionary","US5018892084","NASDAQ","United States","USD"
"COG","CABOT OIL & GAS CORP","Equity","0.04","22.52","587,872.00","13,238,877.44","13,238,877.44","Energy","US1270971039","New York Stock Exchange Inc.","United States","USD"
"LNT","ALLIANT ENERGY CORP","Equity","0.04","42.57","310,165.00","13,203,724.05","13,203,724.05","Utilities","US0188021085","New York Stock Exchange Inc.","United States","USD"
"DRE","DUKE REALTY REIT CORP","Equity","0.04","28.37","463,832.00","13,158,913.84","13,158,913.84","Real Estate","US2644115055","New York Stock Exchange Inc.","United States","USD"
"NDAQ","NASDAQ INC","Equity","0.04","85.80","152,571.00","13,090,591.80","13,090,591.80","Financials","US6311031081","NASDAQ","United States","USD"
"IRM","IRON MOUNTAIN INC","Equity","0.04","34.52","376,472.00","12,995,813.44","12,995,813.44","Real Estate","US46284V1017","New York Stock Exchange Inc.","United States","USD"
"NLSN","NIELSEN HOLDINGS PLC","Equity","0.04","27.66","468,686.00","12,963,854.76","12,963,854.76","Industrials","GB00BWFY5505","New York Stock Exchange Inc.","United States","USD"
"ZION","ZIONS BANCORPORATION","Equity","0.04","50.15","255,965.00","12,836,644.75","12,836,644.75","Financials","US9897011071","NASDAQ","United States","USD"
"QRVO","QUORVO INC","Equity","0.04","76.89","164,040.00","12,613,035.60","12,613,035.60","Information Technology","US74736K1016","NASDAQ","United States","USD"
"ARNC","ARCONIC INC","Equity","0.04","22.01","565,526.00","12,447,227.26","12,447,227.26","Industrials","US03965L1008","New York Stock Exchange Inc.","United States","USD"
"AVY","AVERY DENNISON CORP","Equity","0.04","108.35","114,694.00","12,427,094.90","12,427,094.90","Materials","US0536111091","New York Stock Exchange Inc.","United States","USD"
"IVZ","INVESCO LTD","Equity","0.04","22.88","535,505.00","12,252,354.40","12,252,354.40","Financials","BMG491BT1088","New York Stock Exchange Inc.","United States","USD"
"BEN","FRANKLIN RESOURCES INC","Equity","0.04","30.41","402,199.00","12,230,871.59","12,230,871.59","Financials","US3546131018","New York Stock Exchange Inc.","United States","USD"
"RE","EVEREST RE GROUP LTD","Equity","0.04","228.47","53,526.00","12,229,085.22","12,229,085.22","Financials","BMG3223R1088","New York Stock Exchange Inc.","United States","USD"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Equity","0.04","126.47","95,997.00","12,140,740.59","12,140,740.59","Real Estate","US3137472060","New York Stock Exchange Inc.","United States","USD"
"AES","AES CORP","Equity","0.04","14.00","862,941.00","12,081,174.00","12,081,174.00","Utilities","US00130H1059","New York Stock Exchange Inc.","United States","USD"
"TMK","TORCHMARK CORP","Equity","0.04","86.69","138,688.00","12,022,862.72","12,022,862.72","Financials","US8910271043","New York Stock Exchange Inc.","United States","USD"
"DVA","DAVITA INC","Equity","0.04","71.63","166,891.00","11,954,402.33","11,954,402.33","Health Care","US23918K1088","New York Stock Exchange Inc.","United States","USD"
"PRGO","PERRIGO PLC","Equity","0.04","70.80","168,815.00","11,952,102.00","11,952,102.00","Health Care","IE00BGH1M568","New York Stock Exchange Inc.","United States","USD"
"JEC","JACOBS ENGINEERING GROUP INC","Equity","0.04","76.50","156,015.00","11,935,147.50","11,935,147.50","Industrials","US4698141078","New York Stock Exchange Inc.","United States","USD"
"NI","NISOURCE INC","Equity","0.04","24.92","477,649.00","11,903,013.08","11,903,013.08","Utilities","US65473P1057","New York Stock Exchange Inc.","United States","USD"
"BWA","BORGWARNER INC","Equity","0.04","42.78","274,804.00","11,756,115.12","11,756,115.12","Consumer Discretionary","US0997241064","New York Stock Exchange Inc.","United States","USD"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Equity","0.04","22.87","510,264.00","11,669,737.68","11,669,737.68","Consumer Discretionary","US4606901001","New York Stock Exchange Inc.","United States","USD"
"XEC","CIMAREX ENERGY","Equity","0.04","92.94","125,073.00","11,624,284.62","11,624,284.62","Energy","US1717981013","New York Stock Exchange Inc.","United States","USD"
"NWL","NEWELL BRANDS INC","Equity","0.04","20.30","571,926.00","11,610,097.80","11,610,097.80","Consumer Discretionary","US6512291062","New York Stock Exchange Inc.","United States","USD"
"PNW","PINNACLE WEST CORP","Equity","0.04","79.18","146,333.00","11,586,646.94","11,586,646.94","Utilities","US7234841010","New York Stock Exchange Inc.","United States","USD"
"RHI","ROBERT HALF","Equity","0.04","70.38","164,244.00","11,559,492.72","11,559,492.72","Industrials","US7703231032","New York Stock Exchange Inc.","United States","USD"
"WU","WESTERN UNION","Equity","0.04","19.06","599,672.00","11,429,748.32","11,429,748.32","Information Technology","US9598021098","New York Stock Exchange Inc.","United States","USD"
"UNM","UNUM","Equity","0.04","39.07","290,175.00","11,337,137.25","11,337,137.25","Financials","US91529Y1064","New York Stock Exchange Inc.","United States","USD"
"SLG","SL GREEN REALTY REIT CORP","Equity","0.03","97.53","116,080.00","11,321,282.40","11,321,282.40","Real Estate","US78440X1019","New York Stock Exchange Inc.","United States","USD"
"ALK","ALASKA AIR GROUP INC","Equity","0.03","68.86","163,518.00","11,259,849.48","11,259,849.48","Industrials","US0116591092","New York Stock Exchange Inc.","United States","USD"
"BFB","BROWN FORMAN CORP CLASS B","Equity","0.03","50.55","221,745.00","11,209,209.75","11,209,209.75","Consumer Staples","US1156372096","New York Stock Exchange Inc.","United States","USD"
"XRAY","DENTSPLY SIRONA INC","Equity","0.03","37.74","296,750.00","11,199,345.00","11,199,345.00","Health Care","US24906P1093","NASDAQ","United States","USD"
"ALLE","ALLEGION PLC","Equity","0.03","90.57","123,210.00","11,159,129.70","11,159,129.70","Industrials","IE00BFRT3W74","New York Stock Exchange Inc.","United States","USD"
"GRMN","GARMIN LTD","Equity","0.03","70.05","158,977.00","11,136,338.85","11,136,338.85","Consumer Discretionary","CH0114405324","NASDAQ","United States","USD"
"FLIR","FLIR SYSTEMS INC","Equity","0.03","61.47","178,320.00","10,961,330.40","10,961,330.40","Information Technology","US3024451011","NASDAQ","United States","USD"
"DISH","DISH NETWORK CORP CLASS A","Equity","0.03","35.76","299,449.00","10,708,296.24","10,708,296.24","Consumer Discretionary","US25470M1099","NASDAQ","United States","USD"
"FLR","FLUOR CORP","Equity","0.03","58.10","183,071.00","10,636,425.10","10,636,425.10","Industrials","US3434121022","New York Stock Exchange Inc.","United States","USD"
"RL","RALPH LAUREN CORP CLASS A","Equity","0.03","137.55","72,653.00","9,993,420.15","9,993,420.15","Consumer Discretionary","US7512121010","New York Stock Exchange Inc.","United States","USD"
"AOS","A O SMITH CORP","Equity","0.03","53.37","187,232.00","9,992,571.84","9,992,571.84","Industrials","US8318652091","New York Stock Exchange Inc.","United States","USD"
"WHR","WHIRLPOOL CORP","Equity","0.03","118.75","84,091.00","9,985,806.25","9,985,806.25","Consumer Discretionary","US9633201069","New York Stock Exchange Inc.","United States","USD"
"HOG","HARLEY DAVIDSON INC","Equity","0.03","45.30","220,242.00","9,976,962.60","9,976,962.60","Consumer Discretionary","US4128221086","New York Stock Exchange Inc.","United States","USD"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.03","52.36","190,040.00","9,950,494.40","9,950,494.40","Industrials","US34964C1062","New York Stock Exchange Inc.","United States","USD"
"HP","HELMERICH & PAYNE INC","Equity","0.03","68.77","140,560.00","9,666,311.20","9,666,311.20","Energy","US4234521015","New York Stock Exchange Inc.","United States","USD"
"AMG","AFFILIATED MANAGERS GROUP INC","Equity","0.03","136.72","70,600.00","9,652,432.00","9,652,432.00","Financials","US0082521081","New York Stock Exchange Inc.","United States","USD"
"FLS","FLOWSERVE CORP","Equity","0.03","54.69","174,171.00","9,525,411.99","9,525,411.99","Industrials","US34354P1057","New York Stock Exchange Inc.","United States","USD"
"PNR","PENTAIR","Equity","0.03","43.35","213,969.00","9,275,556.15","9,275,556.15","Industrials","IE00BLS09M33","New York Stock Exchange Inc.","United States","USD"
"JWN","NORDSTROM INC","Equity","0.03","59.81","153,487.00","9,180,057.47","9,180,057.47","Consumer Discretionary","US6556641008","New York Stock Exchange Inc.","United States","USD"
"CPB","CAMPBELL SOUP","Equity","0.03","36.63","249,795.00","9,149,990.85","9,149,990.85","Consumer Staples","US1344291091","New York Stock Exchange Inc.","United States","USD"
"LB","L BRANDS INC","Equity","0.03","30.30","300,378.00","9,101,453.40","9,101,453.40","Consumer Discretionary","US5017971046","New York Stock Exchange Inc.","United States","USD"
"KIM","KIMCO REALTY REIT CORP","Equity","0.03","16.46","548,762.00","9,032,622.52","9,032,622.52","Real Estate","US49446R1095","New York Stock Exchange Inc.","United States","USD"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.03","44.13","204,658.00","9,031,557.54","9,031,557.54","Real Estate","US03748R1014","New York Stock Exchange Inc.","United States","USD"
"HBI","HANESBRANDS INC","Equity","0.03","18.43","468,436.00","8,633,275.48","8,633,275.48","Consumer Discretionary","US4103451021","New York Stock Exchange Inc.","United States","USD"
"PHM","PULTEGROUP INC","Equity","0.03","24.77","348,550.00","8,633,583.50","8,633,583.50","Consumer Discretionary","US7458671010","New York Stock Exchange Inc.","United States","USD"
"SEE","SEALED AIR CORP","Equity","0.03","40.15","215,025.00","8,633,253.75","8,633,253.75","Materials","US81211K1007","New York Stock Exchange Inc.","United States","USD"
"JEF","JEFFERIES FINANCIAL GROUP INC","Equity","0.03","21.96","381,553.00","8,378,903.88","8,378,903.88","Financials","US47233W1099","New York Stock Exchange Inc.","United States","USD"
"GPS","GAP INC","Equity","0.03","28.85","281,966.00","8,134,719.10","8,134,719.10","Consumer Discretionary","US3647601083","New York Stock Exchange Inc.","United States","USD"
"XRX","XEROX CORP","Equity","0.02","26.98","292,004.00","7,878,267.92","7,878,267.92","Information Technology","US9841216081","New York Stock Exchange Inc.","United States","USD"
"FL","FOOT LOCKER INC","Equity","0.02","50.98","154,329.00","7,867,692.42","7,867,692.42","Consumer Discretionary","US3448491049","New York Stock Exchange Inc.","United States","USD"
"MAC","MACERICH REIT","Equity","0.02","55.29","142,009.00","7,851,677.61","7,851,677.61","Real Estate","US5543821012","New York Stock Exchange Inc.","United States","USD"
"ROL","ROLLINS INC","Equity","0.02","60.69","129,128.00","7,836,778.32","7,836,778.32","Industrials","US7757111049","New York Stock Exchange Inc.","United States","USD"
"COTY","COTY INC CLASS A","Equity","0.02","12.56","611,925.00","7,685,778.00","7,685,778.00","Consumer Staples","US2220702037","New York Stock Exchange Inc.","United States","USD"
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.02","17.12","448,404.00","7,676,676.48","7,676,676.48","Financials","US7127041058","NASDAQ","United States","USD"
"IPGP","IPG PHOTONICS CORP","Equity","0.02","156.07","49,091.00","7,661,632.37","7,661,632.37","Information Technology","US44980X1090","NASDAQ","United States","USD"
"GT","GOODYEAR TIRE & RUBBER","Equity","0.02","23.39","321,457.00","7,518,879.23","7,518,879.23","Consumer Discretionary","US3825501014","NASDAQ","United States","USD"
"NFX","NEWFIELD EXPLORATION","Equity","0.02","28.83","260,763.00","7,517,797.29","7,517,797.29","Energy","US6512901082","New York Stock Exchange Inc.","United States","USD"
"LEG","LEGGETT & PLATT INC","Equity","0.02","43.79","169,715.00","7,431,819.85","7,431,819.85","Consumer Discretionary","US5246601075","New York Stock Exchange Inc.","United States","USD"
"AIZ","ASSURANT INC","Equity","0.02","107.95","68,069.00","7,348,048.55","7,348,048.55","Financials","US04621X1081","New York Stock Exchange Inc.","United States","USD"
"SCG","SCANA CORP","Equity","0.02","38.89","186,133.00","7,238,712.37","7,238,712.37","Utilities","US80589M1027","New York Stock Exchange Inc.","United States","USD"
"EVHC","ENVISION HEALTHCARE CORP","Equity","0.02","45.73","156,025.00","7,135,023.25","7,135,023.25","Health Care","US29414D1000","New York Stock Exchange Inc.","United States","USD"
"MAT","MATTEL INC","Equity","0.02","15.70","441,765.00","6,935,710.50","6,935,710.50","Consumer Discretionary","US5770811025","NASDAQ","United States","USD"
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.02","44.24","156,339.00","6,916,437.36","6,916,437.36","Financials","US10922N1037","NASDAQ","United States","USD"
"HRB","H&R BLOCK INC","Equity","0.02","25.75","268,141.00","6,904,630.75","6,904,630.75","Consumer Discretionary","US0936711052","New York Stock Exchange Inc.","United States","USD"
"TRIP","TRIPADVISOR INC","Equity","0.02","51.07","134,582.00","6,873,102.74","6,873,102.74","Consumer Discretionary","US8969452015","NASDAQ","United States","USD"
"PWR","QUANTA SERVICES INC","Equity","0.02","33.38","199,236.00","6,650,497.68","6,650,497.68","Industrials","US74762E1029","New York Stock Exchange Inc.","United States","USD"
"NWSA","NEWS CORP CLASS A","Equity","0.02","13.19","496,533.00","6,549,270.27","6,549,270.27","Consumer Discretionary","US65249B1098","NASDAQ","United States","USD"
"SRCL","STERICYCLE INC","Equity","0.02","58.68","110,938.00","6,509,841.84","6,509,841.84","Industrials","US8589121081","NASDAQ","United States","USD"
"DISCA","DISCOVERY INC SERIES A","Equity","0.02","32.00","202,849.00","6,491,168.00","6,491,168.00","Consumer Discretionary","US25470F1049","NASDAQ","United States","USD"
"UAA","UNDER ARMOUR INC CLASS A","Equity","0.02","21.22","237,670.00","5,043,357.40","5,043,357.40","Consumer Discretionary","US9043111072","New York Stock Exchange Inc.","United States","USD"
"UA","UNDER ARMOUR INC CLASS C","Equity","0.01","19.46","244,705.00","4,761,959.30","4,761,959.30","Consumer Discretionary","US9043112062","New York Stock Exchange Inc.","United States","USD"
"CSSE","CASH COLLATERAL USD CSFBI","Cash Collateral and Margins","0.01","100.00","2,260,288.00","2,263,497.61","2,263,497.61","Cash and/or Derivatives","-","-","United States","USD"
"NWS","NEWS CORP CLASS B","Equity","0.01","13.60","149,747.00","2,036,559.20","2,036,559.20","Consumer Discretionary","US65249B2088","NASDAQ","United States","USD"
"GBP","GBP CASH","Cash","0.00","130.41","421,694.00","549,909.60","549,909.60","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"ESZ8","S&P500 EMINI DEC 18","Futures","0.00","2,919.00","339.00","0.00","49,477,050.00","Cash and/or Derivatives","-","Index And Options Market","-","USD"
 